Epoch,Loss_D,Loss_G,PSNR,SSIM,Score_D,Score_G
1,0.7413766492341093,0.015289601607772405,20.719551206758208,0.6148658772777108,0.6606670200467823,0.4020436699236715
2,0.9844266431631442,0.009809611596077858,22.59300355745467,0.6514942934933831,0.6875154619445344,0.6719421084198409
3,0.9849441812994951,0.008939315406995977,22.48068801693507,0.6642229085810044,0.6635593467986513,0.6485035306108212
4,1.0019656251576132,0.008744358066357896,21.503758522255847,0.6646537296912249,0.5136859499337431,0.5156515762477578
5,1.0010940142306026,0.008283324437271693,22.926846075682306,0.6738388957696803,0.6449248292631732,0.6460188422517148
6,1.0014589652900925,0.00804646680298858,23.091686769982395,0.6789809907183928,0.6701545341571647,0.6716134994329807
7,1.0010569104748572,0.007882647983016012,22.725006684961446,0.6795325402652516,0.6302396226785854,0.6312965330535066
8,1.0014362229558522,0.00777378752604573,23.249241845814325,0.6796627011719872,0.6940478914512132,0.6954841155491903
9,0.9999023322716445,0.007449648222122007,22.961500019155277,0.6833384879196391,0.8756379023711839,0.8755402337291284
10,1.0000931941963243,0.007196185157639895,23.345897634902855,0.6860482264266294,0.9370952272700692,0.9371884237506433
11,1.0,0.007141187814716807,23.167395580657093,0.6867494189037996,1.0,1.0
12,1.0,0.0070510569515967085,23.271787413899048,0.6847422682537752,1.0,1.0
13,1.0,0.0070470394896800645,23.297478882583352,0.6841762793064118,1.0,1.0
14,1.0,0.00690502967250472,23.312039048377905,0.6917878669850966,1.0,1.0
15,1.0,0.006873585695991973,23.328754859857256,0.6871004045009613,1.0,1.0
16,1.0,0.00683309849005884,23.450144478921455,0.684926379848929,1.0,1.0
17,1.0,0.006896940548485981,23.36526760212077,0.6906462855198804,1.0,1.0
18,1.0,0.0068452467095709135,23.492579579299292,0.6878458044809453,1.0,1.0
19,1.0,0.006813128879461103,23.37054212586184,0.69696166620535,1.0,1.0
20,1.0,0.0067002677138961715,23.502054153367506,0.6929167276270249,1.0,1.0
21,1.0,0.006688752373691626,23.470586632986105,0.6969281598399667,1.0,1.0
22,1.0,0.006712766222789616,23.56487678147183,0.6946744646044338,1.0,1.0
23,1.0,0.006672512597019622,23.498213559824826,0.6946776886547313,1.0,1.0
24,1.0,0.0066498113091209695,23.595378395883127,0.6948102200732512,1.0,1.0
25,1.0,0.006628713527593962,23.606496135793314,0.6962864114256466,1.0,1.0
26,1.0,0.0066593201590066185,23.632817762480105,0.6927219268854926,1.0,1.0
27,1.0,0.00656917460887375,23.62732047305994,0.6954319958827074,1.0,1.0
28,1.0,0.006582203518576964,23.660696973644523,0.6990619699394002,1.0,1.0
29,1.0,0.006546617255373272,23.644404295224284,0.6974124140599195,1.0,1.0
30,1.0,0.0065189723141803714,23.70547586029453,0.7032648658752442,1.0,1.0
31,1.0,0.006539370048411949,23.545809724732287,0.6970213343816645,1.0,1.0
32,1.0,0.006486111903551989,23.695012827296587,0.7000405447623309,1.0,1.0
33,1.0,0.006504281776327037,23.714507229590815,0.7013287694313947,1.0,1.0
34,1.0,0.006509280294670673,23.62561667088679,0.6994471043698928,1.0,1.0
35,1.0,0.006436450199564238,23.67679205960739,0.7000666903748232,1.0,1.0
36,1.0,0.00649238364782162,23.68003045593626,0.7003428310506484,1.0,1.0
37,1.0,0.0064301532935239596,23.664848315274977,0.6983436415475958,1.0,1.0
38,1.0,0.006443852885754523,23.602293816894054,0.7000541125325596,1.0,1.0
39,1.0,0.006462412366565473,23.696335135712,0.701230718388277,1.0,1.0
40,1.0,0.0064562943637995664,23.72439614168446,0.703076007716796,1.0,1.0
41,1.0,0.006457938490669706,23.750004550166214,0.7024834333447849,1.0,1.0
42,1.0,0.006383796804054769,23.72363484929087,0.7042235443872564,1.0,1.0
43,1.0,0.006430060246591261,23.704915399383395,0.7022791377937092,1.0,1.0
44,1.0,0.006357158332572369,23.7114320395187,0.7009781409011168,1.0,1.0
45,1.0,0.006346923220947296,23.74394128734741,0.7022812400144689,1.0,1.0
46,1.0,0.006399454052621376,23.71476586227507,0.6997979573642507,1.0,1.0
47,1.0,0.006319215722984361,23.730707646200596,0.7001297708118663,1.0,1.0
48,1.0,0.006347279095810331,23.79767101390761,0.7039170505720026,1.0,1.0
49,1.0,0.0064173083595128475,23.786325762585147,0.7045111990676207,1.0,1.0
50,1.0,0.006282738040084253,23.720098488087604,0.7039169629882364,1.0,1.0
51,1.0,0.006443988483644531,23.73316442989757,0.7025027089960435,1.0,1.0
52,1.0,0.006308204405076668,23.746192578599718,0.7027656897376565,1.0,1.0
53,1.0,0.0063242470367092215,23.80491161727514,0.7064877315829782,1.0,1.0
54,1.0,0.006327178663390125,23.78649951492333,0.7028093750336591,1.0,1.0
55,1.0,0.0063121568311206595,23.774753240615123,0.7047319202563342,1.0,1.0
56,1.0,0.006275763260144852,23.736390792927466,0.6972400225611294,1.0,1.0
57,1.0,0.006340074064265825,23.707840575857038,0.7042771227219525,1.0,1.0
58,1.0,0.006250788731288589,23.810790381967415,0.703240686304429,1.0,1.0
59,1.0,0.006242919749619361,23.82073985394109,0.7051207078204436,1.0,1.0
60,1.0,0.006265128157742901,23.77496246561271,0.703480665473377,1.0,1.0
61,1.0,0.006263349057359253,23.050858879441524,0.6970654658009025,1.0,1.0
62,1.0,0.006232973226530109,23.808538149785754,0.7056983952662524,1.0,1.0
63,1.0,0.0062622879307248636,23.84868981601877,0.7076405171787038,1.0,1.0
64,1.0,0.006316220850020112,23.804848150821986,0.7053352069153506,1.0,1.0
65,1.0,0.006237507699180149,23.80562706838656,0.7043484715153189,1.0,1.0
66,1.0,0.006209464490101366,23.785568597887377,0.7027322609985576,1.0,1.0
67,1.0,0.006194780657882105,23.83974325508232,0.7045840658159817,1.0,1.0
68,1.0,0.006181898389212385,23.8108347478372,0.7065552730420056,1.0,1.0
69,1.0,0.006207162955229333,23.803225854215846,0.7055295573963839,1.0,1.0
70,1.0,0.00624174912008429,23.799387115805224,0.7086895082978641,1.0,1.0
71,1.0,0.0062011403574825765,23.839384921411728,0.7078326194426593,1.0,1.0
72,1.0,0.006252257848928074,23.82197881028585,0.7070997589475968,1.0,1.0
73,1.0,0.006247658656051237,23.846128624415233,0.7060977844630971,1.0,1.0
74,1.0,0.006205614888873286,23.811644551992913,0.7056176086033091,1.0,1.0
75,1.0,0.006196841418430834,23.78050006729473,0.7031697393866146,1.0,1.0
76,1.0,0.0061558371974144155,23.815611759895816,0.7038295491302715,1.0,1.0
77,1.0,0.006240622844480112,23.669297760761534,0.7045934275318595,1.0,1.0
78,1.0,0.006186388468224845,23.799263612276214,0.7048832434766433,1.0,1.0
79,1.0,0.006225123669349862,23.80350106357119,0.7070778326427235,1.0,1.0
80,1.0,0.006167581348295162,21.897942094843366,0.7030369594517876,1.0,1.0
81,1.0,0.006212577484436556,23.81318907098639,0.7065833479516647,1.0,1.0
82,1.0,0.006215862410399549,23.862021137583618,0.7086596542246202,1.0,1.0
83,1.0,0.006165914665573015,23.82927370160892,0.7044482579652,1.0,1.0
84,1.0,0.006196455541819691,23.852831851946416,0.7079646473772385,1.0,1.0
85,1.0,0.00623906866139816,23.79588953008813,0.7080953009689556,1.0,1.0
86,1.0,0.0061723333725449215,23.85029194452891,0.7051565485140857,1.0,1.0
87,1.0,0.006215508661071162,23.869998102796384,0.7079363644824308,1.0,1.0
88,1.0,0.006140526868291423,23.874350981132693,0.7057736640817979,1.0,1.0
89,1.0,0.006202547455842267,23.875042594926434,0.7085887342340806,1.0,1.0
90,1.0,0.006191051683226923,23.80738746470202,0.7070078928330366,1.0,1.0
91,1.0,0.006146930089878465,23.870751834447603,0.708685629157459,1.0,1.0
92,1.0,0.0061230569664098905,23.872590086596443,0.7097654882599326,1.0,1.0
93,1.0,0.006229523462717405,23.839510300497157,0.7069665028768427,1.0,1.0
94,1.0,0.0061816909998476865,23.84025237201716,0.7095433550021227,1.0,1.0
95,1.0,0.006133333794594168,23.8601647829709,0.7091910548771129,1.0,1.0
96,1.0,0.00611453847234656,23.838236083368237,0.7078820654223947,1.0,1.0
97,1.0,0.006173513701888259,23.87774309703022,0.707423361119102,1.0,1.0
98,1.0,0.006161401249959083,23.826089546628232,0.7080749579738168,1.0,1.0
99,1.0,0.006150181537304453,23.85682897826724,0.7091070661124061,1.0,1.0
100,1.0,0.006167912073433399,23.860297191984788,0.7041605743941138,1.0,1.0
101,1.0,0.006152955316408666,23.89700795411158,0.7108868650829091,1.0,1.0
102,1.0,0.006128845384377919,23.881749632830886,0.7085181633163901,1.0,1.0
103,1.0,0.006141302424098203,23.838727032520225,0.7080962951744304,1.0,1.0
104,1.0,0.006152855105207352,23.88221725504673,0.709435477326898,1.0,1.0
105,1.0,0.00613929983406902,23.845909406094115,0.7084474494176752,1.0,1.0
106,1.0,0.00612783368520751,23.86722776953706,0.7078835354833042,1.0,1.0
107,1.0,0.006147791951850146,23.889448278706638,0.7075707700673272,1.0,1.0
108,1.0,0.0061420784926343105,23.86722776953706,0.7065085816383362,1.0,1.0
109,1.0,0.0061561228961734,23.796989359207103,0.7100342728109921,1.0,1.0
110,1.0,0.006165263860815478,23.87189645180552,0.7067948145726147,1.0,1.0
111,1.0,0.0061142589797650625,23.86011819365406,0.7081261692327612,1.0,1.0
112,1.0,0.006108707212090135,23.88763826704303,0.7088833944937762,1.0,1.0
113,1.0,0.006167223962904986,23.832797156724727,0.7053399386125453,1.0,1.0
114,1.0,0.006137202493065667,23.871389944202676,0.7069584328988019,1.0,1.0
115,1.0,0.006157625526925939,23.89461944919857,0.7108485146831064,1.0,1.0
116,1.0,0.0060899323415747305,23.88817888639498,0.7112195881675272,1.0,1.0
117,1.0,0.006167612900388634,23.87618581068037,0.7075206657016978,1.0,1.0
118,1.0,0.006117527364769917,23.854225930969484,0.7075085730412427,1.0,1.0
119,1.0,0.006128893068428346,23.87415653826077,0.7087239497549394,1.0,1.0
120,1.0,0.00612413152516959,23.88243031142899,0.7121891056790072,1.0,1.0
121,1.0,0.006078142048623747,23.918170849148307,0.7111225263511434,1.0,1.0
122,1.0,0.006079317851293229,23.89780130966006,0.708281263183145,1.0,1.0
123,1.0,0.0060570289883874135,23.75234822270397,0.7050848188119776,1.0,1.0
124,1.0,0.006063329332513723,23.882686995249223,0.7087228865483228,1.0,1.0
125,1.0,0.006073894840693045,23.90883382595868,0.7090880112788257,1.0,1.0
126,1.0,0.006075935612382468,23.710418900480462,0.7039907029797049,1.0,1.0
127,1.0,0.006051445971215199,23.932724065724443,0.7103550473381491,1.0,1.0
128,1.0,0.006103314184723143,23.925006265971223,0.7121266766856699,1.0,1.0
129,1.0,0.006168090303255591,23.898638538309953,0.7087776544514824,1.0,1.0
130,1.0,0.006129156363135327,23.909306353319437,0.7092424542062423,1.0,1.0
131,1.0,0.006056884937434497,23.903580569300978,0.7108936853268567,1.0,1.0
132,1.0,0.0061162308442913845,23.877396569060146,0.7069603603727678,1.0,1.0
133,1.0,0.00608902309681038,23.91839908484706,0.7113313064154456,1.0,1.0
134,1.0,0.006113187993045695,23.923742124584116,0.7115065065552206,1.0,1.0
135,1.0,0.006063317371097332,23.928837515028366,0.7112899088859558,1.0,1.0
136,1.0,0.006052422945883995,23.914108990193014,0.7096713960170746,1.0,1.0
137,1.0,0.006065889678360102,23.890660756718333,0.7058946236442117,1.0,1.0
138,1.0,0.0060435933523816975,23.884665147114656,0.705875547282836,1.0,1.0
139,1.0,0.006100940752194492,23.361543046975935,0.7078777115485247,1.0,1.0
140,1.0,0.006087760739586132,23.876783225471737,0.7086696317616631,1.0,1.0
141,1.0,0.0060614944459078555,23.90175620021102,0.7098323186706094,1.0,1.0
142,1.0,0.0061672004179549435,23.896604602719265,0.7090406934654011,1.0,1.0
143,1.0,0.006072042426484787,23.920328527832506,0.7116044996766483,1.0,1.0
144,1.0,0.005992198491770172,23.92111253063429,0.7091648904716268,1.0,1.0
145,1.0,0.0061613971347401954,23.911406780550564,0.7083396354843589,1.0,1.0
146,1.0,0.006014164841683682,23.906100294395088,0.7090370819849127,1.0,1.0
147,1.0,0.0060634789410643946,23.91157452314742,0.7102412270798403,1.0,1.0
148,1.0,0.006107282662753038,23.913854964188623,0.7119802300369038,1.0,1.0
149,1.0,0.006060654945493102,23.893674115076998,0.7095209137832417,1.0,1.0
150,1.0,0.006025543281819649,23.897076571450423,0.7088599480600918,1.0,1.0
151,1.0,0.006033915504813195,23.90581236898099,0.7112334029113545,1.0,1.0
152,1.0,0.006054675972903382,23.89454403547066,0.7095134880963494,1.0,1.0
153,1.0,0.0060240677042591,23.85161913863968,0.7098030273353352,1.0,1.0
154,1.0,0.006074156693801908,23.84540067855353,0.7093732622791739,1.0,1.0
155,1.0,0.006049777455739454,23.909481180800697,0.7112878779102775,1.0,1.0
156,1.0,0.0060598552717777065,23.917119035670545,0.710621242242701,1.0,1.0
157,1.0,0.006075420459163582,23.913539294646906,0.710460830155541,1.0,1.0
158,1.0,0.00603341660612893,23.874012601477332,0.710265440379872,1.0,1.0
159,1.0,0.006046000520536999,23.902686017339228,0.7095295427827274,1.0,1.0
160,1.0,0.006049284250949492,23.896498152768547,0.7085600712018855,1.0,1.0
161,1.0,0.006044242960696449,23.938310164107932,0.7105094999425552,1.0,1.0
162,1.0,0.006040664888963014,23.93348440311466,0.7095427500500399,1.0,1.0
163,1.0,0.006024568724462729,23.949983155256433,0.7111907764743356,1.0,1.0
164,1.0,0.006071672175235734,23.941922760695,0.7112499385721543,1.0,1.0
165,1.0,0.006016019042246713,23.94687483062759,0.711861899319817,1.0,1.0
166,1.0,0.006109911745336063,23.913375395784673,0.7094733466821558,1.0,1.0
167,1.0,0.006026768546863766,23.920051218113613,0.7124603720272289,1.0,1.0
168,1.0,0.0060444854124042085,23.84365863496633,0.7083175852018244,1.0,1.0
169,1.0,0.0060033761725543505,23.917307531206838,0.7105187240067651,1.0,1.0
170,1.0,0.006039686487864948,23.94955773746077,0.7108825915000018,1.0,1.0
171,1.0,0.006067334875285982,23.89893369044634,0.7099126189596513,1.0,1.0
172,1.0,0.0060273994533289335,23.947091147851385,0.7116003603794996,1.0,1.0
173,1.0,0.0059896060749665345,23.89371223518969,0.7090736143729266,1.0,1.0
174,1.0,0.006035033546745064,23.94890458399816,0.7101940396954032,1.0,1.0
175,1.0,0.00603346079086026,23.934775439330597,0.7117757028691909,1.0,1.0
176,1.0,0.00602513043221064,23.931707395432667,0.7113579917655272,1.0,1.0
177,1.0,0.005977431071955644,23.87679245340646,0.7117381762757021,1.0,1.0
178,1.0,0.006047297063099588,23.854680158354405,0.707578359631931,1.0,1.0
179,1.0,0.006066822775912856,23.882834168252394,0.7062986663509818,1.0,1.0
180,1.0,0.005973341950287897,23.939351240360708,0.7141601976226358,1.0,1.0
181,1.0,0.006015763089373083,23.952977515145626,0.7127079707033493,1.0,1.0
182,1.0,0.006014222891298597,23.898495140599323,0.709614169176887,1.0,1.0
183,1.0,0.006112128970977253,23.917604643793183,0.7101681798345902,1.0,1.0
184,1.0,0.006078183357185589,23.905496923160396,0.709811271499185,1.0,1.0
185,1.0,0.006090138236919563,23.941944417582512,0.7115373302908504,1.0,1.0
186,1.0,0.006052244977389803,23.839213545889784,0.706141251816469,1.0,1.0
187,1.0,0.00602416231770983,23.920710605822354,0.7107262049001806,1.0,1.0
188,1.0,0.006049329817830446,23.929352383281774,0.7120207513781155,1.0,1.0
189,1.0,0.006034866904025663,23.969918445043376,0.7135226478296167,1.0,1.0
190,1.0,0.006008663233704196,23.927919986494736,0.7090600483557757,1.0,1.0
191,1.0,0.005980031396078314,23.922361322993126,0.7094745161954095,1.0,1.0
192,1.0,0.006056273469623334,23.934074791779658,0.7099847969588111,1.0,1.0
193,1.0,0.006020648845187026,23.94322973422382,0.710981184314279,1.0,1.0
194,1.0,0.00596977026753886,23.91277088115103,0.7108285393434413,1.0,1.0
195,1.0,0.0061195912349322245,23.931512019556692,0.7092260785663829,1.0,1.0
196,1.0,0.005954794733712594,23.78752304390129,0.7108513313181261,1.0,1.0
197,1.0,0.006012502286449343,23.88057506908381,0.7117181405600379,1.0,1.0
198,1.0,0.005945335593029946,23.882962364612613,0.7084285589526681,1.0,1.0
199,1.0,0.00602635984682662,23.943185096698425,0.7113491685951457,1.0,1.0
200,1.0,0.0060440914509092974,23.934984058332574,0.7092467193042531,1.0,1.0
201,1.0,0.005990728553116857,23.95749502584032,0.7114570778958937,1.0,1.0
202,1.0,0.005990528334378304,23.9597826416802,0.7131153786182404,1.0,1.0
203,1.0,0.00593084480513088,23.891457436452047,0.709147248618743,1.0,1.0
204,1.0,0.006075197675204027,23.925555404513148,0.7125313109510085,1.0,1.0
205,1.0,0.00599773608761544,23.924353167725045,0.708446912204518,1.0,1.0
206,1.0,0.00602529685453562,23.929565821181225,0.7097568855566136,1.0,1.0
207,1.0,0.005986737772420852,23.922188624775167,0.7087580727829653,1.0,1.0
208,1.0,0.005988159783876049,23.917623464720403,0.7089283579938552,1.0,1.0
209,1.0,0.006040718511728469,23.85677444591829,0.7046709689673255,1.0,1.0
210,1.0,0.006094265953933229,23.931989589515172,0.7101232716616462,1.0,1.0
211,1.0,0.005996339382704147,23.96255604784674,0.7113832188353819,1.0,1.0
